"loeuf_rank","input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","post_publication_update","match_status","match_method","match_note","gene","ensembl_gene_id","transcript_id","transcript_version","transcript_selection_method","chromosome","start_position","end_position","loeuf","pLI","plof_obs","plof_exp","plof_oe","missense_oe","missense_z","synonymous_oe","highly_lof_constrained","strong_missense_constraint","constraint_signal_pattern","quality_status","quality_flags","low_coverage_flag","poor_mappability_flag","gene_quality_metrics.exome_prop_bp_AN90","gene_quality_metrics.exome_mean_AS_MQ","gene_quality_metrics.exome_prop_segdup","gene_quality_metrics.exome_prop_LCR","gene_flags","constraint_flags"
416,566,"KLHL9",55958,"Q9P2J3","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL9","ENSG00000198642","ENST00000359039","ENST00000359039.5","MANE Select","chr9",21329665,21335404,0.8797,3.1373e-06,27,42.326,0.6379,0.83835,1.8884,1.0768,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.978,0,0,"[]","[]"
417,390,"FBXL4",26235,"Q9UKA2","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXL4","ENSG00000112234","ENST00000369244","ENST00000369244.7","MANE Select","chr6",98868535,98947946,0.88413,1.4507e-09,40,58.893,0.6792,0.9205,0.91886,0.99046,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
418,473,"VHL",7428,"P40337","CRL2 substrate receptor (BC-CUL2-box)","CRL2","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","VHL","ENSG00000134086","ENST00000256474","ENST00000256474.3","MANE Select","chr3",10141778,10153667,0.88521,0.032546,10,19.162,0.52187,1.1205,-0.87958,1.2898,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
419,218,"TRIM25",7706,"Q14258","RING, Ubl E3","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRIM25","ENSG00000121060","ENST00000316881","ENST00000316881.9","MANE Select","chr17",56887909,56914049,0.88528,7.2169e-11,45,65.171,0.69049,0.88842,1.3491,0.94295,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
420,304,"ANAPC11",51529,"Q9NYG5","Degenerate RING","degenerate RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ANAPC11","ENSG00000141552","ENST00000344877","ENST00000344877.10","MANE Select","chr17",81891723,81900255,0.88754,0.28417,5,11.845,0.42211,0.60249,1.8011,1.0983,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
421,577,"TNFAIP1",7126,"Q13829","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TNFAIP1","ENSG00000109079","ENST00000226225","ENST00000226225.7","MANE Select","chr17",28335761,28347009,0.89135,0.00013081,20,32.604,0.61341,0.75035,2.1953,0.99501,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.997,0,0,"[]","[]"
422,573,"RHOBTB3",22836,"O94955","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RHOBTB3","ENSG00000164292","ENST00000379982","ENST00000379982.8","MANE Select","chr5",95731336,95796361,0.89206,1.6957e-11,47,67.188,0.69953,0.84134,1.8532,0.99572,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
423,616,"TOR1AIP2",163590,"Q8NFQ8","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TOR1AIP2","ENSG00000169905","ENST00000609928","ENST00000609928.6","MANE Select","chr1",179839976,179877803,0.89273,0.00012754,20,32.554,0.61436,0.8234,1.7724,1.0151,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
424,440,"FBXW9",84261,"Q5XUX1","CRL1 substrate receptor (F-box protein)","CRL1","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","FBXW9","ENSG00000132004","ENST00000393261","ENST00000393261.8","MANE Select","chr19",12688916,12696631,0.89301,3.5542e-09,38,55.776,0.6813,0.95251,0.50412,1.0387,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
425,189,"RNFT2",84900,"Q96EX2","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNFT2","ENSG00000135119","ENST00000257575","ENST00000257575.9","MANE Select","chr12",116738315,116853631,0.89655,1.0472e-08,36,53.027,0.67891,0.87778,1.2613,1.027,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
426,501,"GMCL1",64395,"Q96IK5","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","GMCL1","ENSG00000087338","ENST00000282570","ENST00000282570.4","MANE Select","chr2",69829660,69881384,0.89668,2.0457e-13,54,75.546,0.7148,0.86234,1.465,1.0018,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.518,0.060194,0,"[]","[]"
427,672,"ZNF451",26036,"Q9Y4E5","Atypical E3 (SIM and PLRP motif), SUMO E3","Atypical","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZNF451","ENSG00000112200","ENST00000370706","ENST00000370706.9","MANE Select","chr6",57090188,57170305,0.8994,2.0048e-20,80,107.13,0.74678,0.8955,1.567,0.89046,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.97361,59.391,0.032988,0,"[]","[]"
428,324,"WDR59",79726,"Q6PJI9","Degenerate RING","degenerate RING","Yes","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","WDR59","ENSG00000103091","ENST00000262144","ENST00000262144.11","MANE Select","chr16",74871362,74985123,0.89998,7.2947e-26,100,131.2,0.76218,0.9531,0.71065,1.2891,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.949,0.10815,0,"[]","[]"
429,652,"SOCS3",9021,"O14543","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SOCS3","ENSG00000184557","ENST00000330871","ENST00000330871.3","MANE Select","chr17",78356778,78360077,0.90058,0.26664,5,11.674,0.42831,0.67228,2.4288,1.0493,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
430,80,"NSMCE1",197370,"Q8WV22","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","NSMCE1","ENSG00000169189","ENST00000361439","ENST00000361439.9","MANE Select","chr16",27224994,27268772,0.90102,0.00034249,18,29.624,0.60762,0.91382,0.68128,0.92931,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
431,465,"MED8",112950,"Q96G25","CRL2 substrate receptor (BC-CUL2-box)","CRL2","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MED8","ENSG00000159479","ENST00000372457","ENST00000372457.9","MANE Select","chr1",43383917,43389800,0.90153,3.4396e-05,22,34.846,0.63135,0.79674,1.566,0.87365,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
432,543,"KLHL23",151230,"Q8NBE8","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL23","ENSG00000213160","ENST00000392647","ENST00000392647.7","MANE Select","chr2",169733832,169751878,0.90196,5.3444e-08,33,48.921,0.67455,0.90796,1.0158,1.0103,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
433,659,"SPSB3",90864,"Q6PJ21","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SPSB3","ENSG00000162032","ENST00000566339","ENST00000566339.6","MANE Select","chr16",1776712,1782571,0.9058,0.00031649,18,29.468,0.61084,1.064,-0.61473,1.3969,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
434,563,"KLHL6",89857,"Q8WZ60","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL6","ENSG00000172578","ENST00000341319","ENST00000341319.8","MANE Select","chr3",183487551,183555706,0.90795,3.6395e-10,41,58.591,0.69977,0.8863,1.3763,1.0473,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
435,111,"RFWD3",55159,"Q6PCD5","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RFWD3","ENSG00000168411","ENST00000361070","ENST00000361070.9","MANE Select","chr16",74621399,74666877,0.91135,1.197e-16,65,87.68,0.74133,1.1486,-1.9417,1.2274,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
436,651,"SOCS2",8835,"O14508","CRL5 substrate receptor (BC-box protein with CUL5 box)","CRL5","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SOCS2","ENSG00000120833","ENST00000551556","ENST00000551556.2","MANE Select","chr12",93572675,93576745,0.91162,0.024738,10,18.607,0.53744,0.93454,0.43895,0.99974,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.994,0,0,"[]","[]"
437,551,"KLHL31",401265,"Q9H511","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHL31","ENSG00000124743","ENST00000370905","ENST00000370905.4","MANE Select","chr6",53647916,53665756,0.91179,7.4765e-08,32,47.141,0.67882,0.97274,0.33284,1.015,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
438,595,"DCAF17",80067,"Q5H9S7","CRL4 substrate receptor (DDB1-binding protein)","CRL4","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","DCAF17","ENSG00000115827","ENST00000375255","ENST00000375255.8","MANE Select","chr2",171434226,171485052,0.92471,2.7578e-12,48,66.025,0.727,0.90244,1.0383,0.95978,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.997,0,0,"[]","[]"
439,307,"RNF7",9616,"Q9UBF6","Degenerate RING","degenerate RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF7","ENSG00000114125","ENST00000273480","ENST00000273480.4","MANE Select","chr3",141738298,141747560,0.9248,0.036863,9,16.982,0.52996,0.59684,2.076,1.1691,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.9941,59.679,0,0,"[]","[]"
440,511,"KBTBD4",55709,"Q9NVX7","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KBTBD4","ENSG00000123444","ENST00000430070","ENST00000430070.7","MANE Select","chr11",47572197,47578970,0.92621,1.7452e-07,30,43.932,0.68287,0.85973,1.5471,1.0044,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
441,11,"BRCA1",672,"P38398","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BRCA1","ENSG00000012048","ENST00000357654","ENST00000357654.9","MANE Select","chr17",43044295,43125364,0.92759,5.5171e-38,140,173.66,0.80618,0.91279,1.7336,0.87561,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0.014314,0.00017892,"[]","[]"
442,193,"SH3RF2",153769,"Q8TEC5","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SH3RF2","ENSG00000156463","ENST00000359120","ENST00000359120.9","MANE Select","chr5",145936578,146063292,0.93901,3.8951e-11,43,59.05,0.72819,0.98924,0.14075,0.9988,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.99771,59.999,0,0,"[]","[]"
443,569,"RCBTB1",55213,"Q8NDN9","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RCBTB1","ENSG00000136144","ENST00000378302","ENST00000378302.7","MANE Select","chr13",49531946,49585558,0.94218,5.2831e-12,46,62.426,0.73688,0.86279,1.4975,0.90301,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.729,0,0,"[]","[]"
444,486,"BTBD1",53339,"Q9H0C5","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD1","ENSG00000064726","ENST00000261721","ENST00000261721.9","MANE Select","chr15",83016423,83067252,0.94232,9.9543e-09,34,48.036,0.7078,0.86793,1.4089,1.0779,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.89488,59.999,0,0.011065,"[]","[]"
445,468,"PRAME",23532,"P78395","CRL2 substrate receptor (BC-CUL2-box)","CRL2","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PRAME","ENSG00000185686","ENST00000405655","ENST00000405655.8","MANE Select","chr22",22547701,22559265,0.94317,2.8905e-05,21,32.063,0.65497,1.0462,-0.49141,1.0896,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
446,204,"TRAF5",7188,"O00463","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","TRAF5","ENSG00000082512","ENST00000261464","ENST00000261464.10","MANE Select","chr1",211326833,211374946,0.94622,1.2913e-12,48,64.524,0.74391,0.82234,1.9507,0.85667,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.995,0,0,"[]","[]"
447,68,"MKRN2",23609,"Q9H000","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MKRN2","ENSG00000075975","ENST00000170447","ENST00000170447.12","MANE Select","chr3",12557087,12583713,0.94631,3.1337e-08,32,45.421,0.70452,0.98007,0.19692,1.0707,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,60,0,0,"[]","[]"
448,144,"RNF166",115992,"Q96A37","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","RNF166","ENSG00000158717","ENST00000312838","ENST00000312838.9","MANE Select","chr16",88696501,88706408,0.94702,9.0558e-05,19,29.439,0.64541,1.0772,-0.59067,1.2717,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.782,59.999,0,0,"[]","[]"
449,673,"UFL1",23376,"O94874","Atypical E3 (catalytic site formed from multiple interfaces), Ubl E3","Atypical","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UFL1","ENSG00000014123","ENST00000369278","ENST00000369278.5","MANE Select","chr6",96521806,96555276,0.94877,4.4525e-21,78,99.251,0.78589,0.99893,0.013969,1.0396,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.997,0,0,"[]","[]"
450,287,"UNKL",64718,"Q9H9P5","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","UNKL","ENSG00000059145","ENST00000389221","ENST00000389221.9","MANE Select","chr16",1363205,1414704,0.95391,4.2766e-16,60,77.984,0.76939,1.1083,-1.4936,1.2806,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.86858,59.988,0,0,"[]","[]"
451,521,"KCTD2",23510,"Q14681","CRL3 substrate receptor (BTB protein)","CRL3","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KCTD2","ENSG00000180901","ENST00000322444","ENST00000322444.7","MANE Select","chr17",75047225,75065886,0.95541,0.00014553,18,27.938,0.64429,0.80455,1.5551,1.1791,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,0.76172,59.99,0,0,"[]","[]"
452,330,"NOSIP",51070,"Q9Y314","Degenerate RING (U-box)","degenerate RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","NOSIP","ENSG00000142546","ENST00000596358","ENST00000596358.6","MANE Select","chr19",49555468,49580556,0.95974,1.8349e-06,25,36.381,0.68718,0.86251,1.2145,1.0437,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.998,0,0,"[]","[]"
453,45,"MARCHF1",55016,"Q8TCQ1","RING","RING","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MARCHF1","ENSG00000145416","ENST00000514618","ENST00000514618.6","MANE Select","chr4",163524718,164384019,0.96098,1.3471e-10,40,54.184,0.73823,0.89255,1.1742,0.99886,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
454,461,"LRRC14",9684,"Q15048","CRL2 substrate receptor (BC-CUL2-box)","CRL2","","matched","gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRRC14","ENSG00000160959","ENST00000292524","ENST00000292524.6","MANE Select","chr8",144517992,144525172,0.961,0.00044957,16,25.288,0.63272,0.89937,1.103,1.2165,FALSE,FALSE,"no strong pLoF/missense signal","pass","none",FALSE,FALSE,1,59.999,0,0,"[]","[]"
