"input_order","e3_gene_symbol","ncbi_gene_id","uniprot_accession","e3_protein_class","major_e3_class","match_status","gnomad_symbol_matches","match_method","match_note","matched_gnomad_symbol","ensembl_gene_id","transcript_id","duplicated_gene_assignment","quality_status","quality_flags"
458,"KLHDC2","23588","Q9Y2U9","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHDC2","ENSG00000165516","ENST00000298307",FALSE,"pass","none"
459,"KLHDC3","116138","Q9BQ90","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KLHDC3","ENSG00000124702","ENST00000326974",FALSE,"pass","none"
460,"LRR1","122769","Q96L50","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRR1","ENSG00000165501","ENST00000298288",FALSE,"pass","none"
461,"LRRC14","9684","Q15048","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRRC14","ENSG00000160959","ENST00000292524",FALSE,"pass","none"
462,"LRRC28","123355","Q86X40","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRRC28","ENSG00000168904","ENST00000301981",FALSE,"pass","none"
463,"LRRC42","115353","Q9Y546","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRRC42","ENSG00000116212","ENST00000371370",FALSE,"pass","none"
464,"LRRC58","116064","Q96CX6","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","LRRC58","ENSG00000163428","ENST00000295628",FALSE,"pass","none"
465,"MED8","112950","Q96G25","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","MED8","ENSG00000159479","ENST00000372457",FALSE,"pass","none"
466,"NRBP1","29959","Q9UHY1","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","NRBP1","ENSG00000115216","ENST00000379852",FALSE,"pass","none"
467,"PCMTD2","55251","Q9NV79","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PCMTD2","ENSG00000203880","ENST00000308824",FALSE,"pass","none"
468,"PRAME","23532","P78395","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PRAME","ENSG00000185686","ENST00000405655",FALSE,"pass","none"
469,"PRAMEF12","390999","O95522","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PRAMEF12","ENSG00000116726","ENST00000357726",FALSE,"pass","none"
470,"PRAMEF17","391004","Q5VTA0","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PRAMEF17","ENSG00000204479","ENST00000376098",FALSE,"pass","none"
471,"PRAMEF9","343070","P0DUQ2","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","PRAMEF9","ENSG00000204505","ENST00000415919",FALSE,"flagged","gene_flags=[""low_exome_mapping_quality""]; constraint_flags=[""outlier_syn""]"
472,"SOCS1","8651","O15524","CRL2 substrate receptor (BC-CUL2-box), CRL5 substrate receptor (BC-CUL5-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","SOCS1","ENSG00000185338","ENST00000332029",FALSE,"pass","none"
473,"VHL","7428","P40337","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","VHL","ENSG00000134086","ENST00000256474",FALSE,"pass","none"
474,"ZER1","10444","Q7Z7L7","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZER1","ENSG00000160445","ENST00000291900",FALSE,"pass","none"
475,"ZSWIM4","65249","Q9H7M6","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZSWIM4","ENSG00000132003","ENST00000590508",FALSE,"pass","none"
476,"ZSWIM5","57643","Q9P217","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZSWIM5","ENSG00000162415","ENST00000359600",FALSE,"pass","none"
477,"ZSWIM6","57688","Q9HCJ5","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZSWIM6","ENSG00000130449","ENST00000252744",FALSE,"pass","none"
478,"ZSWIM8","23053","A7E2V4","CRL2 substrate receptor (BC-CUL2-box), CRL3 substrate receptor","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZSWIM8","ENSG00000214655","ENST00000604729",FALSE,"pass","none"
479,"ZYG11A","440590","Q6WRX3","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZYG11A","ENSG00000203995","ENST00000371528",FALSE,"pass","none"
480,"ZYG11B","79699","Q9C0D3","CRL2 substrate receptor (BC-CUL2-box)","CRL2","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ZYG11B","ENSG00000162378","ENST00000294353",FALSE,"pass","none"
481,"ABTB1","80325","Q969K4","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ABTB1","ENSG00000114626","ENST00000232744",FALSE,"pass","none"
482,"ABTB2","25841","Q8N961","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ABTB2","ENSG00000166016","ENST00000435224",FALSE,"pass","none"
483,"ABTB3","121551","A6QL63","CRL3 substrate receptor (BTB protein)","CRL3/BTB","unmatched",0,"unmatched","No selected Ensembl protein-coding gnomAD v4.1.1 gene matched this E3 symbol.",,,,FALSE,,
484,"ANKFY1","51479","Q9P2R3","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ANKFY1","ENSG00000185722","ENST00000341657",FALSE,"pass","none"
485,"ARMC5","79798","Q96C12","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ARMC5","ENSG00000140691","ENST00000268314",FALSE,"pass","none"
486,"BTBD1","53339","Q9H0C5","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD1","ENSG00000064726","ENST00000261721",FALSE,"pass","none"
487,"BTBD10","84280","Q9BSF8","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD10","ENSG00000148925","ENST00000278174",FALSE,"pass","none"
488,"BTBD16","118663","Q32M84","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD16","ENSG00000138152","ENST00000260723",FALSE,"pass","none"
489,"BTBD17","388419","A6NE02","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD17","ENSG00000204347","ENST00000375366",FALSE,"pass","none"
490,"BTBD18","643376","B2RXH4","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD18","ENSG00000233436","ENST00000422652",FALSE,"flagged","constraint_flags=[""no_exp_lof""]"
491,"BTBD19","149478","C9JJ37","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD19","ENSG00000222009","ENST00000450269",FALSE,"pass","none"
492,"BTBD2","55643","Q9BX70","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD2","ENSG00000133243","ENST00000255608",FALSE,"pass","none"
493,"BTBD3","22903","Q9Y2F9","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD3","ENSG00000132640","ENST00000378226",FALSE,"pass","none"
494,"BTBD6","90135","Q96KE9","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD6","ENSG00000184887","ENST00000392554",FALSE,"pass","none"
495,"BTBD7","55727","Q9P203","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD7","ENSG00000011114","ENST00000334746",FALSE,"pass","none"
496,"BTBD8","284697","Q5XKL5","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD8","ENSG00000189195","ENST00000636805",FALSE,"pass","none"
497,"BTBD9","114781","Q96Q07","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","BTBD9","ENSG00000183826","ENST00000481247",FALSE,"pass","none"
498,"CCIN","881","Q13939","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","CCIN","ENSG00000185972","ENST00000335119",FALSE,"pass","none"
499,"ENC1","8507","O14682","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","ENC1","ENSG00000171617","ENST00000302351",FALSE,"pass","none"
500,"GAN","8139","Q9H2C0","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","GAN","ENSG00000261609","ENST00000648994",FALSE,"pass","none"
501,"GMCL1","64395","Q96IK5","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","GMCL1","ENSG00000087338","ENST00000282570",FALSE,"pass","none"
502,"GMCL2","64396","Q8NEA9","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","GMCL2","ENSG00000244234","ENST00000463439",FALSE,"pass","none"
503,"IBTK","25998","Q9P2D0","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","IBTK","ENSG00000005700","ENST00000306270",FALSE,"pass","none"
504,"IPP","3652","Q9Y573","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","IPP","ENSG00000197429","ENST00000396478",FALSE,"pass","none"
505,"IVNS1ABP","10625","Q9Y6Y0","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","IVNS1ABP","ENSG00000116679","ENST00000367498",FALSE,"pass","none"
506,"KBTBD11","9920","O94819","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KBTBD11","ENSG00000176595","ENST00000320248",FALSE,"flagged","constraint_flags=[""no_exp_lof"",""outlier_mis"",""outlier_syn""]"
507,"KBTBD12","166348","Q3ZCT8","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KBTBD12","ENSG00000187715","ENST00000405109",FALSE,"pass","none"
508,"KBTBD13","390594","C9JR72","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KBTBD13","ENSG00000234438","ENST00000432196",FALSE,"flagged","constraint_flags=[""outlier_mis""]"
509,"KBTBD2","25948","Q8IY47","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KBTBD2","ENSG00000170852","ENST00000304056",FALSE,"pass","none"
510,"KBTBD3","143879","Q8NAB2","CRL3 substrate receptor (BTB protein)","CRL3/BTB","matched",1,"gene symbol checked fallback","E3 source has NCBI GeneID but no Ensembl gene ID; matched to one selected Ensembl protein-coding gnomAD row by symbol.","KBTBD3","ENSG00000182359","ENST00000531837",FALSE,"pass","none"
